SHG Code,SHG Name,State,District,Block,Primary Livelihoods,Secondary Livelihoods,Active Members,Savings Amount,SHG Category,cluster_label
40008339933,Prerna Nagpur SHG,MAHARASHTRA,Nagpur,Nagpur Rural,agriculture,manufacturing,10,51,GEN,1
40008339934,Janani Osmanabad SHG,MAHARASHTRA,Osmanabad,Osmanabad South,manufacturing,-,10,44,GEN,2
40008339935,Jyoti Satara Mandal,MAHARASHTRA,Satara,Satara East,manufacturing,agriculture,10,20,ST,2
40008339936,Sahayog Jalgaon Mandal,MAHARASHTRA,Jalgaon,Jalgaon Central,-,agriculture,10,90,GEN,4
40008339937,Vikas Thane Group,MAHARASHTRA,Thane,Thane North,-,livestock,12,27,OBC,4
40008339938,Janani Thane Samiti,MAHARASHTRA,Thane,Thane Central,-,-,12,18,GEN,4
40008339939,Shakti Sangli Sangathan,MAHARASHTRA,Sangli,Sangli Central,agriculture,-,11,62,OTH,1
40008339940,Sangam Nagpur Samiti,MAHARASHTRA,Nagpur,Nagpur Central,agriculture,livestock,9,70,OBC,1
40008339941,Sangam Osmanabad Group,MAHARASHTRA,Osmanabad,Osmanabad East,agriculture,-,8,1,OBC,1
40008339942,Asha Jalgaon Mandal,MAHARASHTRA,Jalgaon,Jalgaon South,manufacturing,manufacturing,9,1,GEN,2
40008339943,Vikas Pune Sangathan,MAHARASHTRA,Pune,Pune Rural,agriculture,manufacturing,10,51,OTH,1
40008339944,Navjyoti Latur SHG,MAHARASHTRA,Latur,Latur Central,custom_hiring,-,10,55,OBC,8
40008339945,Udyog Latur SHG,MAHARASHTRA,Latur,Latur North,-,manufacturing,11,65,GEN,4
40008339946,Mahila Osmanabad Sangathan,MAHARASHTRA,Osmanabad,Osmanabad North,-,livestock,8,19,GEN,4
40008339947,Swayam Aurangabad Samiti,MAHARASHTRA,Aurangabad,Aurangabad Rural,agriculture,-,8,44,SC,1
40008339948,Udyog Osmanabad SHG,MAHARASHTRA,Osmanabad,Osmanabad Central,agriculture,manufacturing,9,13,ST,1
40008339949,Jyoti Osmanabad Samiti,MAHARASHTRA,Osmanabad,Osmanabad North,agriculture,manufacturing,10,78,GEN,1
40008339950,Asha Aurangabad Mandal,MAHARASHTRA,Aurangabad,Aurangabad Rural,fishery,livestock,12,66,ST,6
40008339951,Swayam Nagpur Group,MAHARASHTRA,Nagpur,Nagpur West,-,agriculture,14,59,OBC,4
40008339952,Jyoti Nagpur SHG,MAHARASHTRA,Nagpur,Nagpur East,-,-,9,20,GEN,4
40008339953,Shakti Nashik Mandal,MAHARASHTRA,Nashik,Nashik Central,manufacturing,trading,11,67,GEN,2
40008339954,Prerna Nanded Group,MAHARASHTRA,Nanded,Nanded North,agriculture,manufacturing,9,35,OTH,1
40008339955,Udyog Sangli Group,MAHARASHTRA,Sangli,Sangli Central,manufacturing,livestock,9,51,OBC,2
40008339956,Sahayog Raigad SHG,MAHARASHTRA,Raigad,Raigad East,manufacturing,manufacturing,9,86,GEN,2
40008339957,Udyog Nashik Mandal,MAHARASHTRA,Nashik,Nashik East,manufacturing,-,9,58,OTH,2
40008339958,Grameen Amravati Samiti,MAHARASHTRA,Amravati,Amravati South,agriculture,livestock,9,52,GEN,1
40008339959,Jyoti Sangli Group,MAHARASHTRA,Sangli,Sangli East,manufacturing,manufacturing,8,33,OTH,2
40008339960,Sahayog Thane Sangathan,MAHARASHTRA,Thane,Thane North,agriculture,-,11,42,OBC,1
40008339961,Shakti Amravati SHG,MAHARASHTRA,Amravati,Amravati West,manufacturing,-,10,1,OTH,2
40008339962,Sangam Latur Group,MAHARASHTRA,Latur,Latur Rural,-,-,11,9,SC,4
40008339963,Swayam Nashik Mandal,MAHARASHTRA,Nashik,Nashik South,agriculture,manufacturing,10,85,OBC,1
40008339964,Janani Nagpur Samiti,MAHARASHTRA,Nagpur,Nagpur Rural,manufacturing,-,10,27,ST,2
40008339965,Asha Jalgaon Group,MAHARASHTRA,Jalgaon,Jalgaon North,-,livestock,9,13,OBC,4
40008339966,Grameen Nagpur Samiti,MAHARASHTRA,Nagpur,Nagpur Rural,manufacturing,manufacturing,11,26,OTH,2
40008339967,Udyog Thane Sangathan,MAHARASHTRA,Thane,Thane Central,manufacturing,-,11,87,OTH,2
40008339968,Sahayog Satara SHG,MAHARASHTRA,Satara,Satara Rural,-,-,12,111,GEN,4
40008339969,Janani Latur SHG,MAHARASHTRA,Latur,Latur East,manufacturing,manufacturing,10,57,GEN,2
40008339970,Samridhi Thane Samiti,MAHARASHTRA,Thane,Thane East,agriculture,agriculture,10,71,GEN,1
40008339971,Shakti Latur SHG,MAHARASHTRA,Latur,Latur North,manufacturing,-,11,62,OBC,2
40008339972,Mahila Nashik SHG,MAHARASHTRA,Nashik,Nashik West,-,manufacturing,10,1,GEN,4
40008339973,Mahila Kolhapur Samiti,MAHARASHTRA,Kolhapur,Kolhapur West,agriculture,-,13,70,ST,1
40008339974,Pragati Satara Sangathan,MAHARASHTRA,Satara,Satara Rural,livestock,livestock,10,30,GEN,0
40008339975,Grameen Nagpur Samiti,MAHARASHTRA,Nagpur,Nagpur West,agriculture,-,11,12,GEN,1
40008339976,Shakti Thane SHG,MAHARASHTRA,Thane,Thane Central,agriculture,services,14,111,GEN,1
40008339977,Shakti Raigad Sangathan,MAHARASHTRA,Raigad,Raigad West,agriculture,agriculture,12,53,ST,1
40008339978,Sahayog Nashik Sangathan,MAHARASHTRA,Nashik,Nashik Central,agriculture,livestock,9,30,OTH,1
40008339979,Pragati Nanded Group,MAHARASHTRA,Nanded,Nanded Rural,-,livestock,11,6,GEN,4
40008339980,Janani Sangli Samiti,MAHARASHTRA,Sangli,Sangli East,livestock,manufacturing,10,48,GEN,0
40008339981,Sahayog Kolhapur Group,MAHARASHTRA,Kolhapur,Kolhapur East,manufacturing,services,10,1,OBC,2
40008339982,Samridhi Pune SHG,MAHARASHTRA,Pune,Pune West,agriculture,manufacturing,10,39,SC,1
40008339983,Sahayog Pune Sangathan,MAHARASHTRA,Pune,Pune East,agriculture,manufacturing,9,26,OTH,1
40008339984,Janani Kolhapur Group,MAHARASHTRA,Kolhapur,Kolhapur West,-,-,10,81,OBC,4
40008339985,Swayam Osmanabad Mandal,MAHARASHTRA,Osmanabad,Osmanabad West,agriculture,livestock,10,88,OTH,1
40008339986,Prerna Latur Group,MAHARASHTRA,Latur,Latur South,manufacturing,livestock,13,95,GEN,2
40008339987,Navjyoti Nagpur Samiti,MAHARASHTRA,Nagpur,Nagpur West,agriculture,fishery,9,60,OTH,1
40008339988,Udyog Aurangabad Samiti,MAHARASHTRA,Aurangabad,Aurangabad Rural,agriculture,livestock,12,53,OTH,1
40008339989,Shakti Solapur Samiti,MAHARASHTRA,Solapur,Solapur Central,manufacturing,-,9,62,GEN,2
40008339990,Navjyoti Latur SHG,MAHARASHTRA,Latur,Latur North,agriculture,livestock,12,35,GEN,1
40008339991,Prerna Kolhapur Samiti,MAHARASHTRA,Kolhapur,Kolhapur East,livestock,manufacturing,10,29,OBC,0
40008339992,Mahila Amravati Mandal,MAHARASHTRA,Amravati,Amravati North,manufacturing,livestock,10,122,GEN,2
40008339993,Samridhi Osmanabad Sangathan,MAHARASHTRA,Osmanabad,Osmanabad East,agriculture,-,11,50,GEN,1
40008339994,Mahila Nanded Sangathan,MAHARASHTRA,Nanded,Nanded East,agriculture,manufacturing,11,108,ST,1
40008339995,Pragati Raigad SHG,MAHARASHTRA,Raigad,Raigad Central,agriculture,-,12,85,GEN,1
40008339996,Samridhi Sangli Group,MAHARASHTRA,Sangli,Sangli North,-,-,8,96,OBC,4
40008339997,Swayam Satara Mandal,MAHARASHTRA,Satara,Satara East,manufacturing,livestock,10,88,GEN,2
40008339998,Sahayog Sangli Mandal,MAHARASHTRA,Sangli,Sangli North,manufacturing,-,9,119,GEN,2
40008339999,Asha Amravati SHG,MAHARASHTRA,Amravati,Amravati North,agriculture,livestock,12,7,ST,1
40008340000,Pragati Nagpur SHG,MAHARASHTRA,Nagpur,Nagpur West,fishery,-,10,39,OTH,6
40008340001,Samridhi Nagpur Group,MAHARASHTRA,Nagpur,Nagpur South,-,-,11,35,OTH,4
40008340002,Sahayog Pune Samiti,MAHARASHTRA,Pune,Pune East,agriculture,-,12,62,SC,1
40008340003,Jyoti Thane SHG,MAHARASHTRA,Thane,Thane South,agriculture,livestock,11,70,OBC,1
40008340004,Samridhi Pune Sangathan,MAHARASHTRA,Pune,Pune North,manufacturing,-,9,41,OTH,2
40008340005,Sahayog Kolhapur SHG,MAHARASHTRA,Kolhapur,Kolhapur West,agriculture,-,10,59,OBC,1
40008340006,Prerna Osmanabad Sangathan,MAHARASHTRA,Osmanabad,Osmanabad South,-,livestock,10,36,OTH,4
40008340007,Mahila Amravati Mandal,MAHARASHTRA,Amravati,Amravati West,manufacturing,manufacturing,10,70,OTH,2
40008340008,Swayam Sangli Samiti,MAHARASHTRA,Sangli,Sangli West,-,-,10,112,GEN,4
40008340009,Asha Kolhapur Group,MAHARASHTRA,Kolhapur,Kolhapur North,livestock,-,11,1,OTH,0
40008340010,Samridhi Latur Sangathan,MAHARASHTRA,Latur,Latur South,agriculture,livestock,13,55,GEN,1
40008340011,Mahila Kolhapur SHG,MAHARASHTRA,Kolhapur,Kolhapur South,agriculture,-,10,36,SC,1
40008340012,Swayam Osmanabad Samiti,MAHARASHTRA,Osmanabad,Osmanabad South,agriculture,-,10,55,GEN,1
40008340013,Janani Kolhapur SHG,MAHARASHTRA,Kolhapur,Kolhapur Central,manufacturing,agriculture,11,128,OTH,2
40008340014,Samridhi Nashik Samiti,MAHARASHTRA,Nashik,Nashik Central,agriculture,livestock,10,17,OBC,1
40008340015,Samridhi Osmanabad SHG,MAHARASHTRA,Osmanabad,Osmanabad East,-,livestock,11,65,GEN,4
40008340016,Sahayog Aurangabad SHG,MAHARASHTRA,Aurangabad,Aurangabad North,-,-,11,76,OTH,4
40008340017,Prerna Nagpur Group,MAHARASHTRA,Nagpur,Nagpur North,-,livestock,9,48,GEN,4
40008340018,Sangam Raigad Sangathan,MAHARASHTRA,Raigad,Raigad East,-,manufacturing,9,65,GEN,4
40008340019,Janani Sangli Samiti,MAHARASHTRA,Sangli,Sangli West,agriculture,manufacturing,9,12,GEN,1
40008340020,Grameen Nagpur Samiti,MAHARASHTRA,Nagpur,Nagpur North,-,-,10,63,ST,4
40008340021,Janani Jalgaon Mandal,MAHARASHTRA,Jalgaon,Jalgaon Rural,agriculture,-,12,79,OTH,1
40008340022,Janani Latur Group,MAHARASHTRA,Latur,Latur South,manufacturing,livestock,10,19,GEN,2
40008340023,Navjyoti Raigad Group,MAHARASHTRA,Raigad,Raigad Rural,agriculture,-,15,10,ST,1
40008340024,Grameen Pune SHG,MAHARASHTRA,Pune,Pune South,-,-,11,1,ST,4
40008340025,Sahayog Kolhapur Samiti,MAHARASHTRA,Kolhapur,Kolhapur South,manufacturing,-,12,43,SC,2
40008340026,Swayam Satara Samiti,MAHARASHTRA,Satara,Satara South,agriculture,-,11,40,GEN,1
40008340027,Jyoti Jalgaon SHG,MAHARASHTRA,Jalgaon,Jalgaon Central,agriculture,-,12,87,OBC,1
40008340028,Samridhi Raigad Samiti,MAHARASHTRA,Raigad,Raigad South,agriculture,agriculture,9,141,OTH,1
40008340029,Shakti Pune Sangathan,MAHARASHTRA,Pune,Pune East,agriculture,livestock,8,92,OBC,1
40008340030,Udyog Aurangabad Samiti,MAHARASHTRA,Aurangabad,Aurangabad North,agriculture,livestock,10,74,GEN,1
40008340031,Udyog Thane Samiti,MAHARASHTRA,Thane,Thane South,manufacturing,livestock,9,28,GEN,2
40008340032,Pragati Latur Sangathan,MAHARASHTRA,Latur,Latur Rural,agriculture,livestock,10,7,ST,1
40008340033,Sangam Nanded Group,MAHARASHTRA,Nanded,Nanded Central,manufacturing,manufacturing,12,41,OTH,2
40008340034,Vikas Satara Mandal,MAHARASHTRA,Satara,Satara North,agriculture,manufacturing,10,51,SC,1
40008340035,Sangam Amravati Mandal,MAHARASHTRA,Amravati,Amravati East,agriculture,agriculture,8,85,OBC,1
40008340036,Shakti Latur Mandal,MAHARASHTRA,Latur,Latur North,agriculture,-,11,47,GEN,1
40008340037,Shakti Jalgaon SHG,MAHARASHTRA,Jalgaon,Jalgaon Rural,agriculture,-,8,6,GEN,1
40008340038,Jyoti Satara SHG,MAHARASHTRA,Satara,Satara Central,-,-,10,3,OTH,4
40008340039,Mahila Nanded Sangathan,MAHARASHTRA,Nanded,Nanded West,agriculture,live_aggregation,10,76,OTH,1
40008340040,Vikas Nanded Sangathan,MAHARASHTRA,Nanded,Nanded Rural,agriculture,manufacturing,11,1,ST,1
40008340041,Grameen Satara Sangathan,MAHARASHTRA,Satara,Satara North,-,-,10,70,GEN,4
40008340042,Grameen Amravati Samiti,MAHARASHTRA,Amravati,Amravati West,-,-,9,68,ST,4
40008340043,Jyoti Nanded Mandal,MAHARASHTRA,Nanded,Nanded Central,trading,agriculture,12,80,SC,5
40008340044,Shakti Nanded Samiti,MAHARASHTRA,Nanded,Nanded South,agriculture,-,12,1,OTH,1
40008340045,Swayam Nagpur Mandal,MAHARASHTRA,Nagpur,Nagpur South,-,manufacturing,11,54,OBC,4
40008340046,Asha Solapur Mandal,MAHARASHTRA,Solapur,Solapur North,livestock,-,13,52,ST,0
40008340047,Samridhi Nagpur Group,MAHARASHTRA,Nagpur,Nagpur Rural,agriculture,-,11,1,GEN,1
40008340048,Prerna Latur Group,MAHARASHTRA,Latur,Latur West,fishery,-,11,75,OBC,6
40008340049,Mahila Thane Group,MAHARASHTRA,Thane,Thane Central,manufacturing,manufacturing,10,79,OBC,2
40008340050,Janani Pune Group,MAHARASHTRA,Pune,Pune West,manufacturing,manufacturing,9,76,OBC,2
40008340051,Navjyoti Raigad Samiti,MAHARASHTRA,Raigad,Raigad Rural,livestock,manufacturing,12,80,SC,0
40008340052,Mahila Osmanabad Sangathan,MAHARASHTRA,Osmanabad,Osmanabad North,manufacturing,livestock,11,74,SC,2
40008340053,Prerna Nagpur Sangathan,MAHARASHTRA,Nagpur,Nagpur East,manufacturing,-,11,79,OTH,2
40008340054,Vikas Solapur Mandal,MAHARASHTRA,Solapur,Solapur Rural,manufacturing,trading,13,70,OTH,2
40008340055,Janani Nagpur Sangathan,MAHARASHTRA,Nagpur,Nagpur Central,manufacturing,-,11,93,OBC,2
40008340056,Sahayog Nanded Samiti,MAHARASHTRA,Nanded,Nanded East,agriculture,-,8,40,GEN,1
40008340057,Samridhi Osmanabad Sangathan,MAHARASHTRA,Osmanabad,Osmanabad West,livestock,fishery,8,21,SC,0
40008340058,Udyog Nagpur Group,MAHARASHTRA,Nagpur,Nagpur North,agriculture,-,11,22,ST,1
40008340059,Udyog Kolhapur Group,MAHARASHTRA,Kolhapur,Kolhapur Rural,manufacturing,manufacturing,10,81,OTH,2
40008340060,Pragati Amravati Sangathan,MAHARASHTRA,Amravati,Amravati South,-,manufacturing,8,31,OTH,4
40008340061,Janani Raigad Mandal,MAHARASHTRA,Raigad,Raigad West,-,-,10,41,OTH,4
40008340062,Prerna Nagpur Mandal,MAHARASHTRA,Nagpur,Nagpur South,-,horticulture,11,9,OTH,4
40008340063,Swayam Kolhapur Samiti,MAHARASHTRA,Kolhapur,Kolhapur East,agriculture,manufacturing,8,32,GEN,1
40008340064,Asha Pune Sangathan,MAHARASHTRA,Pune,Pune South,manufacturing,manufacturing,12,23,OBC,2
40008340065,Swayam Satara Samiti,MAHARASHTRA,Satara,Satara North,agriculture,-,12,43,GEN,1
40008340066,Janani Latur Mandal,MAHARASHTRA,Latur,Latur East,manufacturing,-,13,92,SC,2
40008340067,Grameen Kolhapur Mandal,MAHARASHTRA,Kolhapur,Kolhapur Central,agriculture,manufacturing,11,81,OTH,1
40008340068,Shakti Solapur Samiti,MAHARASHTRA,Solapur,Solapur North,agriculture,livestock,13,104,GEN,1
40008340069,Udyog Jalgaon Sangathan,MAHARASHTRA,Jalgaon,Jalgaon East,livestock,-,13,8,GEN,0
40008340070,Shakti Solapur Mandal,MAHARASHTRA,Solapur,Solapur Central,manufacturing,-,11,13,OBC,2
40008340071,Pragati Raigad Sangathan,MAHARASHTRA,Raigad,Raigad Central,agriculture,livestock,11,84,GEN,1
40008340072,Samridhi Amravati Samiti,MAHARASHTRA,Amravati,Amravati Rural,manufacturing,-,10,71,GEN,2
40008340073,Samridhi Pune Group,MAHARASHTRA,Pune,Pune South,-,-,10,23,SC,4
40008340074,Shakti Latur Sangathan,MAHARASHTRA,Latur,Latur Central,agriculture,-,8,47,GEN,1
40008340075,Pragati Sangli Samiti,MAHARASHTRA,Sangli,Sangli East,manufacturing,livestock,8,153,ST,2
40008340076,Navjyoti Solapur Group,MAHARASHTRA,Solapur,Solapur Rural,agriculture,-,6,94,ST,1
40008340077,Navjyoti Nagpur Sangathan,MAHARASHTRA,Nagpur,Nagpur Central,agriculture,horticulture,9,56,SC,1
40008340078,Sahayog Nashik Mandal,MAHARASHTRA,Nashik,Nashik West,-,livestock,12,47,OBC,4
40008340079,Grameen Sangli Sangathan,MAHARASHTRA,Sangli,Sangli West,livestock,-,12,65,GEN,0
40008340080,Udyog Latur Mandal,MAHARASHTRA,Latur,Latur West,agriculture,agriculture,10,90,ST,1
40008340081,Swayam Nashik Mandal,MAHARASHTRA,Nashik,Nashik Rural,-,livestock,11,105,OBC,4
40008340082,Mahila Amravati Samiti,MAHARASHTRA,Amravati,Amravati South,agriculture,manufacturing,8,47,GEN,1
40008340083,Janani Sangli Group,MAHARASHTRA,Sangli,Sangli North,livestock,agriculture,12,84,GEN,0
40008340084,Grameen Osmanabad SHG,MAHARASHTRA,Osmanabad,Osmanabad Rural,agriculture,agriculture,13,18,OBC,1
40008340085,Mahila Raigad Samiti,MAHARASHTRA,Raigad,Raigad Rural,livestock,-,10,28,GEN,0
40008340086,Sahayog Nashik Group,MAHARASHTRA,Nashik,Nashik East,-,livestock,9,39,OTH,4
40008340087,Asha Latur Mandal,MAHARASHTRA,Latur,Latur South,-,horticulture,11,74,SC,4
40008340088,Vikas Sangli Group,MAHARASHTRA,Sangli,Sangli North,manufacturing,-,12,55,OTH,2
40008340089,Sangam Latur Mandal,MAHARASHTRA,Latur,Latur West,manufacturing,livestock,12,33,GEN,2
40008340090,Asha Sangli Mandal,MAHARASHTRA,Sangli,Sangli Central,agriculture,-,12,94,OTH,1
40008340091,Samridhi Nagpur Group,MAHARASHTRA,Nagpur,Nagpur South,manufacturing,-,11,100,GEN,2
40008340092,Asha Jalgaon Mandal,MAHARASHTRA,Jalgaon,Jalgaon Rural,agriculture,-,11,30,OTH,1
40008340093,Swayam Nanded SHG,MAHARASHTRA,Nanded,Nanded Central,agriculture,-,8,22,OTH,1
40008340094,Jyoti Nagpur Sangathan,MAHARASHTRA,Nagpur,Nagpur South,agriculture,-,11,44,OTH,1
40008340095,Pragati Satara Samiti,MAHARASHTRA,Satara,Satara Central,livestock,-,12,41,OTH,0
40008340096,Prerna Kolhapur Samiti,MAHARASHTRA,Kolhapur,Kolhapur North,agriculture,-,11,25,OTH,1
40008340097,Jyoti Latur Group,MAHARASHTRA,Latur,Latur South,-,livestock,5,132,GEN,4
40008340098,Mahila Pune Mandal,MAHARASHTRA,Pune,Pune South,-,manufacturing,11,38,OTH,4
40008340099,Sangam Pune Samiti,MAHARASHTRA,Pune,Pune South,manufacturing,horticulture,9,75,ST,2
40008340100,Sangam Kolhapur Group,MAHARASHTRA,Kolhapur,Kolhapur East,manufacturing,-,12,1,GEN,2
40008340101,Prerna Sangli SHG,MAHARASHTRA,Sangli,Sangli North,manufacturing,livestock,10,88,GEN,2
40008340102,Sahayog Latur Mandal,MAHARASHTRA,Latur,Latur South,manufacturing,livestock,10,59,OBC,2
40008340103,Shakti Raigad Mandal,MAHARASHTRA,Raigad,Raigad Central,manufacturing,agriculture,13,23,OTH,2
40008340104,Pragati Raigad Group,MAHARASHTRA,Raigad,Raigad Central,livestock,manufacturing,13,51,SC,0
40008340105,Shakti Latur Samiti,MAHARASHTRA,Latur,Latur West,manufacturing,livestock,8,109,OTH,2
40008340106,Prerna Nanded Mandal,MAHARASHTRA,Nanded,Nanded North,manufacturing,agriculture,10,101,ST,2
40008340107,Navjyoti Kolhapur Group,MAHARASHTRA,Kolhapur,Kolhapur Rural,agriculture,-,9,85,SC,1
40008340108,Grameen Thane Group,MAHARASHTRA,Thane,Thane Rural,agriculture,-,11,49,OTH,1
40008340109,Swayam Raigad Sangathan,MAHARASHTRA,Raigad,Raigad Rural,agriculture,-,11,52,OTH,1
40008340110,Udyog Jalgaon Sangathan,MAHARASHTRA,Jalgaon,Jalgaon North,agriculture,-,9,91,ST,1
40008340111,Asha Osmanabad Mandal,MAHARASHTRA,Osmanabad,Osmanabad South,livestock,manufacturing,10,78,OBC,0
40008340112,Sahayog Aurangabad Sangathan,MAHARASHTRA,Aurangabad,Aurangabad South,agriculture,-,9,62,GEN,1
40008340113,Navjyoti Sangli Mandal,MAHARASHTRA,Sangli,Sangli West,manufacturing,fishery,6,78,OTH,2
40008340114,Navjyoti Sangli Mandal,MAHARASHTRA,Sangli,Sangli West,agriculture,live_aggregation,11,73,OBC,1
40008340115,Samridhi Latur SHG,MAHARASHTRA,Latur,Latur North,manufacturing,-,13,69,GEN,2
40008340116,Shakti Osmanabad Mandal,MAHARASHTRA,Osmanabad,Osmanabad South,agriculture,manufacturing,12,25,OTH,1
40008340117,Janani Nanded Group,MAHARASHTRA,Nanded,Nanded Central,agriculture,manufacturing,12,44,GEN,1
40008340118,Vikas Solapur Mandal,MAHARASHTRA,Solapur,Solapur West,manufacturing,livestock,10,1,ST,2
40008340119,Prerna Latur Sangathan,MAHARASHTRA,Latur,Latur East,agriculture,-,11,101,OTH,1
40008340120,Sahayog Kolhapur Group,MAHARASHTRA,Kolhapur,Kolhapur Central,livestock,-,10,38,OBC,0
40008340121,Samridhi Pune SHG,MAHARASHTRA,Pune,Pune Rural,agriculture,manufacturing,9,106,OBC,1
40008340122,Vikas Pune Samiti,MAHARASHTRA,Pune,Pune Rural,livestock,agriculture,10,76,OTH,0
40008340123,Mahila Pune Mandal,MAHARASHTRA,Pune,Pune Central,agriculture,livestock,9,53,ST,1
40008340124,Navjyoti Osmanabad Samiti,MAHARASHTRA,Osmanabad,Osmanabad Rural,agriculture,livestock,12,73,OBC,1
40008340125,Grameen Satara Mandal,MAHARASHTRA,Satara,Satara Rural,livestock,manufacturing,12,64,ST,0
40008340126,Sangam Latur Samiti,MAHARASHTRA,Latur,Latur East,manufacturing,-,11,98,OBC,2
40008340127,Swayam Kolhapur Group,MAHARASHTRA,Kolhapur,Kolhapur Rural,trading,-,13,56,OBC,5
40008340128,Navjyoti Latur Mandal,MAHARASHTRA,Latur,Latur West,-,-,10,63,GEN,4
40008340129,Grameen Solapur Mandal,MAHARASHTRA,Solapur,Solapur West,manufacturing,manufacturing,10,48,SC,2
40008340130,Grameen Osmanabad SHG,MAHARASHTRA,Osmanabad,Osmanabad Rural,manufacturing,manufacturing,11,96,OTH,2
40008340131,Asha Pune Sangathan,MAHARASHTRA,Pune,Pune West,agriculture,agriculture,12,32,OTH,1
40008340132,Shakti Satara SHG,MAHARASHTRA,Satara,Satara West,manufacturing,manufacturing,10,77,OTH,2
40008340133,Mahila Pune SHG,MAHARASHTRA,Pune,Pune South,manufacturing,-,13,1,ST,2
40008340134,Swayam Osmanabad Sangathan,MAHARASHTRA,Osmanabad,Osmanabad Central,-,livestock,13,10,GEN,4
40008340135,Grameen Amravati SHG,MAHARASHTRA,Amravati,Amravati Rural,manufacturing,agriculture,11,1,GEN,2
40008340136,Navjyoti Amravati Mandal,MAHARASHTRA,Amravati,Amravati South,agriculture,-,8,89,GEN,1
40008340137,Pragati Nagpur Mandal,MAHARASHTRA,Nagpur,Nagpur Central,agriculture,-,12,1,GEN,1
40008340138,Sahayog Pune Mandal,MAHARASHTRA,Pune,Pune West,manufacturing,-,12,66,OBC,2
40008340139,Janani Nanded Group,MAHARASHTRA,Nanded,Nanded Rural,agriculture,livestock,12,55,GEN,1
40008340140,Janani Pune Group,MAHARASHTRA,Pune,Pune Rural,agriculture,manufacturing,11,27,OBC,1
40008340141,Prerna Raigad SHG,MAHARASHTRA,Raigad,Raigad South,manufacturing,livestock,9,108,ST,2
40008340142,Janani Raigad Samiti,MAHARASHTRA,Raigad,Raigad East,agriculture,-,13,39,OBC,1
40008340143,Sangam Solapur SHG,MAHARASHTRA,Solapur,Solapur West,agriculture,-,11,46,OBC,1
40008340144,Asha Nashik Mandal,MAHARASHTRA,Nashik,Nashik East,manufacturing,horticulture,11,9,OTH,2
40008340145,Samridhi Nashik SHG,MAHARASHTRA,Nashik,Nashik East,agriculture,live_aggregation,7,62,GEN,1
40008340146,Jyoti Nagpur SHG,MAHARASHTRA,Nagpur,Nagpur Rural,agriculture,livestock,9,118,OTH,1
40008340147,Grameen Latur Sangathan,MAHARASHTRA,Latur,Latur Central,agriculture,-,11,57,OBC,1
40008340148,Pragati Solapur Sangathan,MAHARASHTRA,Solapur,Solapur Rural,manufacturing,-,11,55,GEN,2
40008340149,Janani Pune Mandal,MAHARASHTRA,Pune,Pune West,manufacturing,livestock,12,67,GEN,2
40008340150,Udyog Satara Samiti,MAHARASHTRA,Satara,Satara West,agriculture,-,9,67,ST,1
40008340151,Sangam Jalgaon Group,MAHARASHTRA,Jalgaon,Jalgaon Rural,livestock,livestock,10,60,OTH,0
40008340152,Janani Pune Mandal,MAHARASHTRA,Pune,Pune Rural,-,-,12,74,ST,4
40008340153,Shakti Thane Sangathan,MAHARASHTRA,Thane,Thane Rural,manufacturing,manufacturing,10,68,OBC,2
40008340154,Navjyoti Thane SHG,MAHARASHTRA,Thane,Thane Central,agriculture,-,11,64,ST,1
40008340155,Prerna Nagpur Samiti,MAHARASHTRA,Nagpur,Nagpur West,agriculture,-,10,140,SC,1
40008340156,Navjyoti Raigad SHG,MAHARASHTRA,Raigad,Raigad Rural,manufacturing,-,11,96,OTH,2
40008340157,Samridhi Nashik Sangathan,MAHARASHTRA,Nashik,Nashik East,manufacturing,agriculture,10,1,ST,2
40008340158,Janani Amravati Group,MAHARASHTRA,Amravati,Amravati East,agriculture,manufacturing,11,43,GEN,1
40008340159,Shakti Sangli Group,MAHARASHTRA,Sangli,Sangli West,-,manufacturing,12,1,OBC,4
40008340160,Samridhi Amravati Samiti,MAHARASHTRA,Amravati,Amravati North,agriculture,-,11,59,GEN,1
40008340161,Pragati Nashik Sangathan,MAHARASHTRA,Nashik,Nashik South,manufacturing,-,10,54,ST,2
40008340162,Swayam Solapur Mandal,MAHARASHTRA,Solapur,Solapur South,agriculture,manufacturing,12,76,OTH,1
40008340163,Sangam Nanded SHG,MAHARASHTRA,Nanded,Nanded South,agriculture,manufacturing,12,69,GEN,1
40008340164,Pragati Sangli Sangathan,MAHARASHTRA,Sangli,Sangli West,agriculture,-,10,16,ST,1
40008340165,Sahayog Satara Mandal,MAHARASHTRA,Satara,Satara North,agriculture,manufacturing,9,107,GEN,1
40008340166,Shakti Kolhapur Mandal,MAHARASHTRA,Kolhapur,Kolhapur South,agriculture,livestock,11,94,SC,1
40008340167,Vikas Nanded Sangathan,MAHARASHTRA,Nanded,Nanded North,agriculture,-,10,67,SC,1
40008340168,Swayam Aurangabad Sangathan,MAHARASHTRA,Aurangabad,Aurangabad Central,agriculture,live_aggregation,9,115,GEN,1
40008340169,Prerna Latur Samiti,MAHARASHTRA,Latur,Latur East,agriculture,-,14,40,OTH,1
40008340170,Mahila Nashik SHG,MAHARASHTRA,Nashik,Nashik West,agriculture,-,9,87,OTH,1
40008340171,Janani Amravati SHG,MAHARASHTRA,Amravati,Amravati North,agriculture,livestock,7,86,OBC,1
